order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	rate_per_km	cost_per_km	margin_per_km	year
22070	2024-03-22	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22071 20/03/2024	CAPMATIC ST-LAURENT ,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0					2024
22076	2024-03-22	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	675.0	500.0	175.0					2024
22080	2024-04-03	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22081 05/04/2024 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22082 28/03/2024 CAPMATIC MONTREAL-NORD,PTQERREBONNE,PQ 150.00CA 115.00 35.00 22083 28/03/2024	CAPMATIC TERREBONNE,PQ	MONTREAL-NORD,PQ	265.0	145.0	120.0					2024
22085	2024-04-03	CAPMATIC MONTREAL-NORD,PFQAIRFIELD,NJ 2,200.00CA 1,700.00 500.00 22086 02/04/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22087 03/04/2024	THEATRIXX TECHNOLOGIES MONTREAL,PQ	LAS VEGAS,NV	7500.0	6500.0	1000.0					2024
22099	2024-04-08	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 250.00CA 145.00 105.00 22100 10/04/2024 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 250.00CA 145.00 105.00 22101 10/04/2024	DEXTER LONGUEUIL,PQ	THURSO,PQ	875.0	675.0	200.0					2024
22095	2024-04-11	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22096 12/04/2024 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22097 05/04/2024 SCOTTS CANADA LTD ST-BONAVENTURE DELHI,ON 385.00CA 325.00 60.00 22098 05/04/2024	SCOTTS CANADA LTD DELHI,ON	ROCKY VIEW,AB	1200.0	1000.0	200.0					2024
22103	2024-04-16	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22104 17/04/2024 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22105 18/04/2024 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,200.00CA 900.00 300.00 22106 18/04/2024	THEATRIXX TECHNOLOGIES LAS VEGAS,NV	MONTREAL,PQ	7072.0	6259.9	812.1					2024
22109	2024-04-16	SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,000.00 400.00 22110 15/04/2024 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 100.00 50.00 22111 16/04/2024 CAPMATIC MONTREAL-NORD,PTQERREBONNE,PQ 240.00CA 130.00 110.00 22112 16/04/2024	EMBALLAGES AT MIRABEL,PQ	AMOS,PQ	750.0	550.0	200.0					2024
22113	2024-04-16	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	975.0	750.0	225.0					2024
22120	2024-04-18	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 100.00 50.00 22121 22/04/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,000.00 400.00 22122 26/04/2024	SCOTTS CANADA LTD MIRAMICHI,NB	L'ORIGNAL,ON	1450.0	1150.0	300.0					2024
22114	2024-04-22	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22117 23/04/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22118 25/04/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22119 17/04/2024 ENGRAIS McINNES	STANSTEAD,PQ	DRUMMONDVILLE,PQ	435.0	355.0	80.0	122.8424437632315		2.8899	0.6512	2024
22124	2024-04-23	CAPMATIC	FAIRFIELD,NJ	MONTREAL-NORD,PQ	1900.0	1400.0	500.0	631.8421853823993		2.2157	0.7913	2024
22123	2024-04-25	SCOTTS	CANADA LTD MIRAMICHI,NB	L'ORIGNAL,ON	1450.0	1150.0	300.0					2024
22125	2024-04-26	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 100.00 50.00 22126 26/04/2024 CAPMATIC MONTREAL-NORD,PCQARLSBAD,CA 7,950.00CA 6,800.00 1,150.00 22127 25/04/2024	CAPMATIC LACHINE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0					2024
22129	2024-05-01	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,500.00CA 1,100.00 400.00 22130 02/05/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22132 02/05/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,000.00 400.00 22133 02/05/2024 ENGRAIS McINNES	STANSTEAD,PQ	ST-DONAT,PQ	585.0	375.0	210.0	264.02514892644746		1.4203	0.7954	2024
22134	2024-05-02	EMBALLAGES	AT MIRABEL,PQ	COURCELLES,PQ	220.0	160.0	60.0	289.1053340859617		0.5534	0.2075	2024
22135	2024-05-02	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	775.0	600.0	175.0					2024
22136	2024-05-02	CAPMATIC	LE GARDEUR,PQ	MONTREAL-NORD,PQ	165.0	115.0	50.0	26.140759392397797		4.3993	1.9127	2024
22137	2024-05-06	SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22138 09/05/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22139 10/05/2024 CAPMATIC MONTREAL-NORD,PLQAREDO ,TX 5,990.00CA 5,200.00 790.00 22140 30/05/2024	THEATRIXX TECHNOLOGIES MONTREAL,PQ	LAS VEGAS,NV	8245.0	6800.0	1445.0					2024
22141	2024-05-07	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	750.0	550.0	200.0					2024
22142	2024-05-09	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22143 08/05/2024	DEXTER LONGUEUIL,PQ	L'ISLE-VERTE,PQ	995.0	750.0	245.0					2024
22145	2024-05-15	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22146 17/05/2024 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22147 14/05/2024 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 100.00 50.00 22148 14/05/2024	EMBALLAGES AT LANDRIENNE,PQ	MIRABEL,PQ	1700.0	1500.0	200.0					2024
22149	2024-05-15	SCOTTS	CANADA LTD DELHI,ON	MIRAMICHI,NB	3350.0	3000.0	350.0					2024
22150	2024-05-22	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22151 24/05/2024 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22152 21/05/2024 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 250.00CA 145.00 105.00 22153 22/05/2024	SCOTTS DELHI DELHI,ON	MIRAMICHI,NB	3350.0	3000.0	350.0					2024
22154	2024-05-22	DEXTER	LONGUEUIL,PQ	MIRAMICHI,NB	1650.0	1375.0	275.0	763.8461548667378		1.8001	0.36	2024
22159	2024-05-23	DEXTER	LONGUEUIL,PQ	ST-ROMAIN,PQ	1175.0	947.24	227.76	223.96339301871748		4.2294	1.017	2024
22162	2024-05-23	SCOTTS	DELHI DELHI,ON	ROCKY VIEW,AB	850.0	650.0	200.0	3215.6425268379803		0.2021	0.0622	2024
22160	2024-05-24	SCOTTS CANADA LTD ST-BONAVENTURE MIRAMICHI,NB 975.00CA 800.00 175.00 22161 24/05/2024	SCOTTS DELHI DELHI,ON	L'ORIGNAL,ON	375.0	288.69	86.31					2024
22169	2024-05-27	CAPMATIC MONTREAL-NORD,PTQERREBONNE,PQ 285.00CA 160.00 125.00 22170 27/05/2024 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 1,650.00CA 1,650.00 0.00 22171 30/05/2024 CAPMATIC MONTREAL-NORD,PTQERREBONNE,PQ 240.00CA 130.00 110.00 22172 30/05/2024	CAPMATIC TERREBONNE,PQ	MONTREAL-NORD,PQ	100.0	75.0	25.0					2024
22155	2024-05-28	SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22156 29/05/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,000.00 400.00 22157 30/05/2024 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 2,400.00CA 2,100.00 300.00 22158 22/05/2024	EMBALLAGES AT MIRABEL,PQ	AMOS,PQ	750.0	550.0	200.0					2024
22174	2024-05-31	CAPMATIC MONTREAL-NORD,PBQOISBRIAND,PQ 450.00CA 250.00 200.00 22175 03/06/2024	CAPMATIC DORVAL,PQ	MONTREAL-NORD,PQ	225.0	145.0	80.0					2024
22177	2024-06-03	SCOTTS	CANADA LTD MIRAMICHI,NB	BOUCHERVILLE,PQ	1450.0	1050.0	400.0					2024
22178	2024-06-06	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,500.00CA 1,100.00 400.00 22179 03/06/2024	DEXTER LONGUEUIL,PQ	DRUMMONDVILLE,PQ	850.0	600.0	250.0					2024
22186	2024-06-10	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 300.00CA 175.00 125.00 22187 10/06/2024 ENGRAIS McINNES GOWANSTOWN,ONSTANSTEAD,PQ 1,450.00CA 1,100.00 350.00 22188 12/06/2024 ENGRAIS McINNES GOWANSTOWN,ONSTANSTEAD,PQ 1,450.00CA 1,100.00 350.00 22189 13/06/2024	CAPMATIC LAREDO ,TX	MONTREAL-NORD,PQ	6150.0	4900.0	1250.0					2024
22190	2024-06-12	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	550.0	397.99	152.01					2024
22195	2024-06-14	DEXTER	LONGUEUIL,PQ	DUNVEGAN,ON	850.0	600.0	250.0	128.56180015556976		4.667	1.9446	2024
22196	2024-06-14	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22197	2024-06-14	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22198	2024-06-14	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22176	2024-06-15	THEATRIXX	TECHNOLOGIES LAS VEGAS,NV	MONTREAL,PQ	11900.0	10750.0	1150.0	4326.557647077546		2.4847	0.2658	2024
22191	2024-06-17	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22192 19/06/2024 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,500.00CA 1,100.00 400.00 22193 13/06/2024 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 606.00CA 454.85 151.15 22194 13/06/2024	SCOTTS CANADA LTD MIRAMICHI,NB	DELHI,ON	895.0	682.68	212.32					2024
22207	2024-06-17	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 100.00 50.00 22208 20/06/2024	SCOTTS DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0					2024
22199	2024-06-18	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22201	2024-06-18	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22202	2024-06-18	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22200	2024-06-19	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1750.0	200.0	766.3769753419751		2.2835	0.261	2024
22203	2024-06-19	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22204	2024-06-19	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22205	2024-06-19	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22206	2024-06-19	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22209	2024-06-20	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22210	2024-06-20	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22211	2024-06-20	SCOTTS	DELHI DELHI,ON	BOUCHERVILLE,PQ	1950.0	1600.0	350.0	766.3769753419751		2.0877	0.4567	2024
22214	2024-06-20	SCOTTS	DELHI DELHI,ON	SAINT JOHN,NB	4225.0	3400.0	825.0	1419.1004691704572		2.3959	0.5814	2024
22212	2024-06-21	SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,775.00 375.00 22213 20/06/2024	SCOTTS DELHI DELHI,ON	MONCTON,NB	4275.0	4200.0	75.0					2024
22216	2024-06-21	SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,775.00 375.00 22217 21/06/2024 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,775.00 375.00 22218 20/06/2024 DEXTER LONGUEUIL,PQ ST-VALÈRE,PQ 750.00CA 520.00 230.00 22219 21/06/2024	SCOTTS DELHI DELHI,ON	ROCKY VIEW,AB	1650.0	1250.0	400.0					2024
22220	2024-06-21	SCOTTS	CANADA LTD DELHI,ON	MIRAMICHI,NB	975.0	800.0	175.0					2024
22221	2024-06-24	SCOTTS	DELHI DELHI,ON	VARENNES,PQ	1450.0	1100.0	350.0	772.4057685384136		1.4241	0.4531	2024
22222	2024-06-27	EMBALLAGES	AT MIRABEL,PQ	AMOS,PQ	850.0	650.0	200.0	535.8598037647228		1.213	0.3732	2024
22224	2024-07-02	SCOTTS	CANADA LTD DELHI,ON	MIRAMICHI,NB	1750.0	1500.0	250.0					2024
22227	2024-07-09	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 100.00 50.00 22228 11/07/2024	CAPMATIC LACHINE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0					2024
22225	2024-07-10	CAPMATIC MONTREAL-NORD,PCQAMDEN,NJ 2,475.00CA 1,950.00 525.00 22226 08/07/2024	DEXTER LONGUEUIL,PQ	MONTMAGNY,PQ	925.0	700.0	225.0					2024
22229	2024-07-12	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	675.0	500.0	175.0					2024
22230	2024-07-16	CAPMATIC MONTREAL-NORD,PSQT-LEONARD,PQ 225.00CA 130.00 95.00 22231 16/07/2024 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 275.00CA 160.00 115.00 22232 15/08/2024 CAPMATIC BOGOTA, COLUMBIAMONTREAL-NORD,PQ 14,939.09CA 14,446.73 492.36 22233 16/07/2024 ENGRAIS McINNES	STANSTEAD,PQ	GOWANSTOWN,PQ	1200.0	750.0	450.0					2024
22234	2024-07-16	EMBALLAGES	AT MIRABEL,PQ	AMOS,PQ	750.0	550.0	200.0	535.8598037647228		1.0264	0.3732	2024
22238	2024-07-18	CAPMATIC MONTREAL-NORD,PHQEBRON,KY 2,450.00CA 2,000.00 450.00 22239 18/07/2024	SCOTTS DELHI DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0					2024
22240	2024-07-18	SCOTTS	DELHI DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	665.843894589323		2.1777	0.4506	2024
22235	2024-07-23	CAPMATIC MONTREAL-NORD,PHQOUSTON,TX 6,000.00CA 4,950.00 1,050.00 22236 23/07/2024 CAPMATIC MONTREAL-NORD,PHQOUSTON,TX 4,750.00CA 4,000.00 750.00 22237 17/07/2024	DEXTER LONGUEUIL,PQ	MONTMAGNY,PQ	1250.0	1000.0	250.0					2024
22251	2024-08-12	SCOTTS DELHI DELHI,ON ST-BONAVENTURE 1,350.00CA 1,100.00 250.00 22252 13/08/2024 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 1,350.00CA 1,100.00 250.00 22253 14/08/2024 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 1,350.00CA 1,100.00 250.00 22254 09/08/2024	DEXTER LONGUEUIL,PQ	SAINT-ROBERT,PQ	250.0	175.0	75.0					2024
22255	2024-08-13	DEXTER LONGUEUIL,PQ VAL DES SOURCES 775.00CA 600.00 175.00 22256 13/08/2024	DEXTER LONGUEUIL,PQ	DRUMMONDVILLE,PQ	875.0	700.0	175.0					2024
22257	2024-08-14	CAPMATIC MONTREAL-NORD,PSQT-LAURENT,PQ 150.00CA 115.00 35.00 22258 14/08/2024	SCOTTS DELHI DELHI,ON	L'ORIGNAL,ON	1300.0	1100.0	200.0					2024
22259	2024-08-14	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 100.00 50.00 22260 14/08/2024	EMBALLAGES AT MIRABEL,PQ	SAINT-PAMPHILE,PQ	975.0	800.0	175.0					2024
22261	2024-08-16	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	12.266042140358689		9.3755	2.8534	2024
22263	2024-08-20	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	22.48736113281714		4.4469	2.2235	2024
22264	2024-08-21	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 225.00CA 130.00 95.00 22265 21/08/2024	EMBALLAGES AT MIRABEL,PQ	AMOS,PQ	410.0	350.0	60.0					2024
22266	2024-08-21	DEXTER	LONGUEUIL,PQ	MONTMAGNY,PQ	1050.0	750.0	300.0	331.63955008145086		2.2615	0.9046	2024
22268	2024-08-28	ENGRAIS McINNES GOWANSTOWN,ONSTANSTEAD,PQ 1,450.00CA 1,000.00 450.00 22269 28/08/2024 ENGRAIS McINNES GOWANSTOWN,ONSTANSTEAD,PQ 1,450.00CA 1,000.00 450.00 22271 30/08/2024 CAPMATIC MONTREAL-NORD,PHQEBRON,KY 3,500.00CA 2,800.00 700.00 22272 03/09/2024	CAPMATIC DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0					2024
22273	2024-09-03	EMBALLAGES	AT MIRABEL,PQ	RIVIERE-HEVA,PQ	430.0	350.0	80.0	511.8718206638312		0.6838	0.1563	2024
22274	2024-09-03	DEXTER	LONGUEUIL,PQ	MONTMAGNY,PQ	850.0	650.0	200.0	331.63955008145086		1.96	0.6031	2024
22275	2024-09-04	DEXTER	LONGUEUIL,PQ	COOKSTOWN,ON	1250.0	1000.0	250.0	615.9832606320336		1.6234	0.4059	2024
22276	2024-09-06	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 300.00CA 175.00 125.00 22277 09/09/2024 EMBALLAGES AT MIRABEL,PQ NOUVELLE-OUEST, 515.00CA 400.00 115.00 22278 05/09/2024	DEXTER LONGUEUIL,PQ	ST-ROMAIN,PQ	1100.0	900.0	200.0					2024
22280	2024-09-06	SCOTTS CANADA LTD SAINT CATHARINESST-BONAVENTURE 1,350.00CA 1,000.00 350.00 22281 09/09/2024 SCOTTS CANADA LTD ST-BONAVENTURE ST-LUDGER DE MILOT 600.00CA 398.04 201.96 22282 10/09/2024 DEXTER LONGUEUIL,PQ ST-VALÈRE,PQ 750.00CA 605.00 145.00 22283 11/09/2024	DEXTER LONGUEUIL,PQ	MONTMAGNY,PQ	700.0	450.0	250.0					2024
22284	2024-09-12	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 300.00CA 175.00 125.00 22285 12/09/2024 SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,150.00CA 950.00 200.00 22286 13/09/2024	SCOTTS DELHI DELHI,ON	L'ORIGNAL,ON	1300.0	1100.0	200.0					2024
22287	2024-09-16	SCOTTS	DELHI DELHI,ON	L'ORIGNAL,ON	1300.0	1100.0	200.0	665.843894589323		1.652	0.3004	2024
22288	2024-09-16	SCOTTS	DELHI DELHI,ON	L'ORIGNAL,ON	1750.0	1500.0	250.0	665.843894589323		2.2528	0.3755	2024
22289	2024-09-16	EMBALLAGES AT MIRABEL,PQ ST-JUST DE BRETENIERES825.00CA 600.00 225.00 22290 16/09/2024 CAPMATIC MONTREAL-NORD,PSQT-LAURENT,PQ 300.00CA 175.00 125.00 22291 16/09/2024 SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,150.00CA 950.00 200.00 22292 17/09/2024	CAPMATIC ST-LAURENT,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0					2024
